Date,Open,High,Low,Close,Adj Close,Volume
2016-09-09,99.059998,99.389999,96.500000,96.500000,96.500000,7373300
2016-09-12,95.910004,99.290001,95.709999,99.050003,99.050003,7718400
2016-09-13,97.169998,98.000000,95.330002,96.089996,96.089996,11788100
2016-09-14,97.349998,98.349998,96.959999,97.010002,97.010002,8481000
2016-09-15,97.230003,97.970001,96.529999,97.339996,97.339996,5293500
2016-09-16,97.099998,99.489998,97.040001,99.480003,99.480003,9445100
2016-09-19,99.900002,100.349998,97.820000,98.059998,98.059998,8616200
2016-09-20,98.779999,99.160004,97.660004,98.250000,98.250000,4736800
2016-09-21,96.900002,97.099998,93.260002,94.879997,94.879997,20042200
2016-09-22,95.540001,95.879997,94.230003,95.830002,95.830002,11215000
2016-09-23,95.750000,96.970001,95.430000,95.940002,95.940002,6179500
2016-09-26,95.379997,95.379997,94.040001,94.559998,94.559998,6739200
2016-09-27,95.040001,97.639999,95.000000,97.070000,97.070000,9680100
2016-09-28,97.099998,97.589996,96.019997,97.480003,97.480003,7235100
2016-09-29,97.309998,98.309998,96.599998,96.669998,96.669998,6217600
2016-09-30,96.900002,99.529999,96.790001,98.550003,98.550003,9807900
2016-10-03,98.000000,103.389999,98.000000,102.629997,102.629997,15344500
2016-10-04,103.190002,104.440002,101.860001,102.339996,102.339996,12143100
2016-10-05,103.500000,106.970001,103.430000,106.279999,106.279999,12942900
2016-10-06,104.970001,105.470001,103.879997,105.070000,105.070000,6587700
2016-10-07,103.980003,106.500000,103.550003,104.820000,104.820000,8659500
2016-10-10,103.180000,104.529999,102.760002,103.330002,103.330002,6699700
2016-10-11,102.309998,102.900002,99.860001,100.589996,100.589996,9032900
2016-10-12,100.879997,102.470001,99.220001,99.500000,99.500000,7426500
2016-10-13,98.010002,100.500000,97.629997,100.230003,100.230003,8319300
2016-10-14,101.589996,102.099998,100.349998,101.470001,101.470001,9531100
2016-10-17,100.500000,100.730003,98.379997,99.800003,99.800003,26589500
2016-10-18,116.629997,119.820000,116.500000,118.790001,118.790001,42168200
2016-10-19,118.250000,122.449997,118.000000,121.870003,121.870003,21981700
2016-10-20,121.970001,123.750000,121.059998,123.349998,123.349998,14492800
2016-10-21,122.500000,127.849998,122.309998,127.500000,127.500000,18832400
2016-10-24,127.419998,129.289993,126.150002,127.330002,127.330002,15980700
2016-10-25,126.519997,128.059998,125.750000,126.510002,126.510002,8253900
2016-10-26,126.290001,128.720001,125.750000,126.970001,126.970001,8602400
2016-10-27,127.430000,128.179993,125.930000,126.470001,126.470001,6914200
2016-10-28,126.080002,128.929993,126.010002,126.570000,126.570000,7077300
2016-10-31,126.849998,126.900002,124.400002,124.870003,124.870003,6517500
2016-11-01,124.980003,125.830002,121.800003,123.300003,123.300003,6978600
2016-11-02,122.830002,124.070000,121.830002,122.339996,122.339996,4816500
2016-11-03,122.309998,123.720001,121.839996,122.139999,122.139999,5041300
2016-11-04,122.000000,123.430000,121.620003,122.029999,122.029999,5077700
2016-11-07,124.260002,125.750000,123.370003,124.580002,124.580002,5827100
2016-11-08,124.120003,125.809998,123.220001,124.339996,124.339996,4667300
2016-11-09,121.839996,123.650002,120.860001,122.190002,122.190002,7705700
2016-11-10,122.760002,122.970001,113.699997,115.419998,115.419998,19718700
2016-11-11,114.900002,116.629997,113.110001,114.779999,114.779999,11070900
2016-11-14,114.750000,115.900002,110.680000,113.379997,113.379997,9932400
2016-11-15,114.550003,116.410004,113.089996,113.589996,113.589996,7445100
2016-11-16,112.959999,116.120003,111.809998,115.190002,115.190002,5933700
2016-11-17,115.129997,116.809998,113.559998,115.029999,115.029999,6232700
2016-11-18,115.730003,116.419998,113.510002,115.209999,115.209999,6746800
2016-11-21,116.199997,118.720001,116.190002,117.959999,117.959999,7064500
2016-11-22,118.320000,119.459999,116.980003,118.040001,118.040001,7007200
2016-11-23,117.760002,118.889999,117.309998,117.690002,117.690002,4521300
2016-11-25,117.639999,118.389999,117.180000,117.410004,117.410004,1616300
2016-11-28,117.050003,117.620003,115.709999,116.930000,116.930000,5278900
2016-11-29,117.300003,119.180000,117.129997,117.510002,117.510002,7082300
2016-11-30,119.000000,120.370003,116.389999,117.000000,117.000000,7715100
2016-12-01,117.519997,118.680000,113.949997,117.220001,117.220001,8636900
2016-12-02,116.750000,120.980003,116.750000,120.809998,120.809998,8953600
2016-12-05,120.730003,120.750000,118.400002,119.160004,119.160004,7626300
2016-12-06,120.099998,124.790001,119.419998,124.570000,124.570000,11513200
2016-12-07,124.480003,125.750000,123.250000,125.389999,125.389999,8204700
2016-12-08,125.400002,126.349998,122.160004,123.239998,123.239998,8987700
2016-12-09,123.779999,124.300003,121.730003,122.879997,122.879997,4700800
2016-12-12,122.839996,124.029999,122.300003,122.830002,122.830002,3917600
2016-12-13,123.510002,125.089996,122.779999,123.779999,123.779999,5564500
2016-12-14,123.430000,124.400002,122.500000,123.440002,123.440002,6110300
2016-12-15,123.440002,127.430000,122.949997,125.000000,125.000000,7376200
2016-12-16,126.389999,126.680000,124.010002,124.220001,124.220001,7868000
2016-12-19,124.300003,126.440002,122.870003,125.449997,125.449997,4867300
2016-12-20,125.459999,126.300003,124.639999,125.120003,125.120003,3937800
2016-12-21,125.529999,127.739998,125.000000,126.500000,126.500000,6514800
2016-12-22,126.839996,127.500000,125.180000,125.580002,125.580002,4160700
2016-12-23,125.610001,126.279999,125.080002,125.589996,125.589996,2002100
2016-12-27,126.239998,129.050003,125.699997,128.350006,128.350006,5288200
2016-12-28,129.070007,129.070007,125.760002,125.889999,125.889999,4389200
2016-12-29,125.949997,126.139999,124.199997,125.330002,125.330002,3445100
2016-12-30,126.239998,126.570000,123.599998,123.800003,123.800003,4455400
2017-01-03,124.959999,128.190002,124.309998,127.489998,127.489998,9437900
2017-01-04,127.489998,130.169998,126.550003,129.410004,129.410004,7843600
2017-01-05,129.220001,132.750000,128.899994,131.809998,131.809998,10185500
2017-01-06,132.080002,133.880005,129.809998,131.070007,131.070007,10657900
2017-01-09,131.479996,131.990005,129.889999,130.949997,130.949997,5771800
2017-01-10,131.270004,132.220001,129.289993,129.889999,129.889999,5985800
2017-01-11,130.910004,131.500000,129.250000,130.500000,130.500000,5615100
2017-01-12,130.630005,130.850006,128.500000,129.179993,129.179993,5388900
2017-01-13,131.149994,133.929993,130.580002,133.699997,133.699997,10515000
2017-01-17,135.039993,135.399994,132.089996,132.889999,132.889999,12220200
2017-01-18,133.210007,133.649994,131.059998,133.259995,133.259995,16168600
2017-01-19,142.009995,143.460007,138.250000,138.410004,138.410004,23203400
2017-01-20,139.360001,140.789993,137.660004,138.600006,138.600006,9497400
2017-01-23,138.649994,139.490005,137.309998,137.389999,137.389999,7433900
2017-01-24,138.110001,140.929993,137.029999,140.110001,140.110001,7754700
2017-01-25,140.800003,141.389999,139.050003,139.520004,139.520004,7238100
2017-01-26,140.449997,141.210007,138.509995,138.960007,138.960007,6038300
2017-01-27,139.460007,142.490005,139.000000,142.449997,142.449997,8323900
2017-01-30,141.770004,141.970001,138.800003,141.220001,141.220001,8122500
2017-01-31,140.550003,141.830002,139.699997,140.710007,140.710007,4411600
2017-02-01,141.199997,142.410004,139.300003,140.779999,140.779999,6033400
2017-02-02,140.610001,141.039993,139.050003,139.199997,139.199997,3462400
2017-02-03,139.509995,140.639999,139.100006,140.250000,140.250000,3512600
2017-02-06,140.000000,141.000000,139.160004,140.970001,140.970001,3552100
2017-02-07,141.490005,144.279999,141.050003,144.000000,144.000000,8573500
2017-02-08,143.570007,145.070007,142.559998,144.740005,144.740005,6887100
2017-02-09,144.979996,145.089996,143.580002,144.139999,144.139999,4555100
2017-02-10,144.679993,145.300003,143.970001,144.820007,144.820007,6171900
2017-02-13,145.190002,145.949997,143.050003,143.199997,143.199997,4790400
2017-02-14,143.199997,144.110001,140.050003,140.820007,140.820007,8367800
2017-02-15,140.720001,142.429993,140.509995,142.270004,142.270004,5309100
2017-02-16,142.419998,142.440002,141.070007,142.009995,142.009995,2847500
2017-02-17,141.750000,142.899994,141.270004,142.220001,142.220001,4588100
2017-02-21,142.990005,143.380005,141.809998,142.600006,142.600006,3571500
2017-02-22,142.919998,144.000000,142.169998,143.860001,143.860001,3482000
2017-02-23,144.449997,144.490005,141.520004,142.779999,142.779999,4668000
2017-02-24,141.880005,143.559998,141.550003,143.250000,143.250000,3302700
2017-02-27,143.119995,143.919998,142.380005,143.410004,143.410004,3907400
2017-02-28,143.300003,143.570007,141.850006,142.130005,142.130005,3862200
2017-03-01,142.839996,143.259995,142.100006,142.649994,142.649994,4170600
2017-03-02,142.149994,142.699997,139.089996,139.529999,139.529999,6119900
2017-03-03,139.690002,140.910004,138.259995,139.139999,139.139999,5399800
2017-03-06,141.000000,142.839996,140.539993,141.940002,141.940002,7116100
2017-03-07,141.990005,142.399994,140.380005,141.429993,141.429993,4241000
2017-03-08,141.470001,142.059998,139.770004,140.320007,140.320007,4085500
2017-03-09,140.039993,141.240005,139.740005,140.529999,140.529999,2652700
2017-03-10,141.389999,141.800003,140.279999,140.889999,140.889999,3318500
2017-03-13,140.899994,143.710007,140.320007,143.520004,143.520004,4922400
2017-03-14,142.949997,143.309998,141.699997,143.190002,143.190002,4660300
2017-03-15,144.199997,145.520004,143.229996,145.250000,145.250000,5987200
2017-03-16,145.500000,146.500000,144.220001,144.389999,144.389999,5286500
2017-03-17,144.050003,145.759995,143.399994,145.110001,145.110001,6281300
2017-03-20,145.449997,146.250000,144.580002,145.830002,145.830002,3421000
2017-03-21,146.750000,147.699997,142.100006,142.419998,142.419998,7669800
2017-03-22,142.539993,143.800003,140.759995,142.649994,142.649994,6486900
2017-03-23,142.139999,142.889999,141.259995,141.839996,141.839996,3712600
2017-03-24,142.360001,142.800003,141.580002,142.020004,142.020004,3546600
2017-03-27,140.830002,144.389999,140.000000,144.059998,144.059998,4771700
2017-03-28,144.100006,146.110001,143.919998,145.169998,145.169998,4638000
2017-03-29,145.500000,147.179993,144.910004,146.470001,146.470001,3855000
2017-03-30,146.809998,148.289993,146.529999,148.059998,148.059998,4461100
2017-03-31,148.000000,148.229996,147.330002,147.809998,147.809998,3888200
2017-04-03,146.699997,148.009995,145.740005,146.919998,146.919998,4609300
2017-04-04,146.839996,147.089996,144.889999,145.500000,145.500000,4368900
2017-04-05,146.190002,146.250000,143.259995,143.619995,143.619995,4607600
2017-04-06,144.000000,144.139999,143.009995,143.740005,143.740005,3312400
2017-04-07,143.789993,143.889999,142.710007,143.110001,143.110001,3040500
2017-04-10,143.039993,144.649994,141.210007,143.850006,143.850006,5807400
2017-04-11,144.279999,144.539993,141.979996,144.350006,144.350006,4621500
2017-04-12,144.850006,145.740005,143.550003,143.830002,143.830002,4387000
2017-04-13,144.250000,144.550003,142.759995,142.919998,142.919998,3685800
2017-04-17,144.429993,147.320007,144.429993,147.250000,147.250000,16364700
2017-04-18,147.339996,147.399994,140.000000,143.360001,143.360001,19671000
2017-04-19,143.369995,144.000000,138.660004,139.759995,139.759995,12395100
2017-04-20,140.300003,141.800003,139.270004,141.179993,141.179993,7248200
2017-04-21,141.389999,143.029999,140.899994,142.869995,142.869995,6824800
2017-04-24,143.610001,144.500000,143.399994,143.830002,143.830002,4800900
2017-04-25,147.460007,153.520004,146.220001,152.160004,152.160004,20674200
2017-04-26,151.529999,152.149994,148.899994,150.169998,150.169998,9274100
2017-04-27,150.600006,153.490005,149.300003,153.080002,153.080002,7719400
2017-04-28,152.710007,152.970001,150.940002,152.199997,152.199997,6366200
2017-05-01,151.910004,157.699997,151.610001,155.350006,155.350006,9031600
2017-05-02,155.759995,156.500000,154.610001,156.449997,156.449997,5384800
2017-05-03,156.289993,156.539993,154.880005,155.589996,155.589996,3931200
2017-05-04,155.589996,157.899994,154.550003,157.250000,157.250000,5582300
2017-05-05,158.550003,158.589996,155.899994,156.600006,156.600006,5341700
2017-05-08,156.550003,157.639999,155.300003,156.380005,156.380005,4818800
2017-05-09,156.100006,157.850006,155.970001,157.460007,157.460007,3911000
2017-05-10,157.820007,161.100006,156.559998,160.279999,160.279999,6869900
2017-05-11,160.330002,160.520004,157.550003,158.539993,158.539993,5677400
2017-05-12,159.110001,160.839996,158.509995,160.809998,160.809998,5092900
2017-05-15,160.250000,161.779999,159.759995,160.020004,160.020004,4972000
2017-05-16,160.500000,161.179993,159.330002,159.410004,159.410004,3464900
2017-05-17,158.089996,158.779999,153.000000,153.199997,153.199997,8184500
2017-05-18,153.610001,156.889999,153.240005,155.699997,155.699997,6802700
2017-05-19,156.149994,158.050003,155.910004,157.020004,157.020004,4091500
2017-05-22,157.860001,158.600006,156.429993,157.160004,157.160004,3744100
2017-05-23,157.750000,158.309998,156.800003,157.949997,157.949997,3370900
2017-05-24,158.350006,158.479996,157.169998,157.750000,157.750000,2970800
2017-05-25,161.000000,164.100006,160.550003,163.050003,163.050003,8561000
2017-05-26,162.839996,163.050003,161.119995,162.429993,162.429993,4813100
2017-05-30,163.600006,164.750000,162.710007,163.220001,163.220001,4828600
2017-05-31,163.610001,164.000000,160.740005,163.070007,163.070007,5328900
2017-06-01,163.520004,163.929993,161.699997,162.990005,162.990005,3896300
2017-06-02,163.419998,165.360001,162.800003,165.179993,165.179993,4259100
2017-06-05,165.490005,165.500000,163.429993,165.059998,165.059998,3875200
2017-06-06,164.949997,166.820007,164.509995,165.169998,165.169998,4382100
2017-06-07,165.600006,166.399994,164.410004,165.610001,165.610001,3353100
2017-06-08,166.119995,166.869995,164.839996,165.880005,165.880005,3719100
2017-06-09,166.270004,166.270004,154.500000,158.029999,158.029999,10292000
2017-06-12,155.300003,155.529999,148.309998,151.440002,151.440002,14114500
2017-06-13,154.380005,155.679993,150.130005,152.720001,152.720001,8484700
2017-06-14,154.339996,155.619995,150.279999,152.199997,152.199997,6461800
2017-06-15,149.440002,152.559998,147.300003,151.759995,151.759995,7319700
2017-06-16,151.449997,153.529999,150.389999,152.380005,152.380005,6909700
2017-06-19,154.289993,155.580002,152.410004,153.399994,153.399994,6544300
2017-06-20,153.679993,154.500000,151.399994,152.050003,152.050003,4878700
2017-06-21,152.500000,155.380005,152.259995,155.029999,155.029999,5803400
2017-06-22,155.130005,155.199997,153.699997,154.889999,154.889999,3769200
2017-06-23,155.009995,158.190002,153.759995,158.020004,158.020004,6250800
2017-06-26,158.779999,159.970001,156.559998,157.500000,157.500000,6016000
2017-06-27,156.619995,156.979996,150.720001,151.029999,151.029999,7424300
2017-06-28,151.639999,154.199997,150.119995,153.410004,153.410004,5589900
2017-06-29,152.820007,152.820007,148.000000,150.089996,150.089996,7142500
2017-06-30,149.759995,150.710007,148.419998,149.410004,149.410004,5190400
2017-07-03,149.800003,150.449997,145.800003,146.169998,146.169998,3908200
2017-07-05,146.580002,148.259995,145.580002,147.610001,147.610001,4627800
2017-07-06,146.130005,147.270004,144.250000,146.250000,146.250000,5486500
2017-07-07,146.649994,150.750000,146.649994,150.179993,150.179993,5561300
2017-07-10,150.339996,153.229996,149.649994,152.669998,152.669998,5360600
2017-07-11,152.369995,155.229996,151.550003,154.330002,154.330002,4898600
2017-07-12,155.770004,158.800003,155.770004,158.750000,158.750000,8481800
2017-07-13,158.509995,160.130005,156.979996,158.210007,158.210007,6693500
